what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335520635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335526677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335529491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335566060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335584794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335597579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335614384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335623392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335632553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322335635200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335640245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335640418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335657930
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322335664208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335664336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335666343
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335673246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335686086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335711286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335713135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335714335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335717598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335731116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335737722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335761571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322335768027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335804342
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1322335820979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335861372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335865039
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335866351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322335871713
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335873313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322335877315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335882050
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335889261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335901421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335901775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322335906930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335907501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335908650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322335910404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335912849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335916144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335929862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335936472
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335941137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322335948824
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335950305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322335954395
