what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264629671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322264633700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264635918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322264738998
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322264767398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322264767493
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322264768754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322264837145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264841077
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322264857563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322264894460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264897863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322264928435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264930855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322264943350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264947903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322264995871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322264998721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265003416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265060959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265062371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265080888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265118802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265125477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265128007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265144615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265146196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265151232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265158810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265189723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265204916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265206454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265206835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265215326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322265242882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265247433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265258617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265262284
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265273656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265275731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265294935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265315996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265317302
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322265321752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265323208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322265324619
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322265343295
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1322265343688
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1322265343740
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1322265347532
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322265349509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265354185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265367977
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265368380
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265368504
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265373208
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265381654
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265437326
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265449717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265456959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265459018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265503705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265505043
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265533363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322265543453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265544356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265547122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265564105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265565711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265592689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265595136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265597681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265600365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265652716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265679560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265686403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265689006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265700437
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265704709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265705488
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265710324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265713407
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265714587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265717956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265718984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265728778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265733323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265737027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265738799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265741805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265744961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265784055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322265787757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265802076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265819342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265838979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265841020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265851286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265853131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265856207
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265863426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265906640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265909966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322265921720
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265937589
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265941646
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265944370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322265977881
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322265978952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322265981590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266008661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266011793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266013954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266015240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266016167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266024759
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322266026468
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322266027635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266033727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266036405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266044909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266046404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266048801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266054630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266061059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266065938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266067935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266088197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266089239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266089946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266098534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322266107739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266110059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266121496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266124201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266124485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266130242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266144195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266146076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266157260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322266162600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266164588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266166874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266168483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266168713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266178861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266187363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266195783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266206848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266209050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266215845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266229446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266231938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322266235847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266238698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266240307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266241354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266241585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266247444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266250094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322266256501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266258379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322266274007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322266275258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266285392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266298244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266301848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266318794
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322266323805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266328597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266330257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266360917
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322266366014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322266370660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266372582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322266442159
