what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949379697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949382144
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322949402358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322949426247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949436609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949437835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949438222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949484110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949487092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949524263
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322949526520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322949570979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322949576717
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322949583102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322949584100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322949623293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322949631426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322949636173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949641889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322949643171
