what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322270059145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270072480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270099520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270105156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270109173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270111769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270113394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322270120692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270165156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322270170325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322270190728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270201294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270204002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270237713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270242696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270248107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270281617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270288485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270291300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270363918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270375228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270378860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270404407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270406422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270470214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270476079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270483481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270557975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322270578859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322270580478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322270583233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322270583615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322270584214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322270584706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322270603136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322270605061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270607786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270611019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270662417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270665719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270707512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270709775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270768220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322270802247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270812834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322270903788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271107691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271108884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322271138594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271231248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271536188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271559701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271641385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271645813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271817345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271895015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322271897108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322271958153
