what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322251513754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251527730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251534749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322251537026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322251540679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322251543347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322251545571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251569617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251577226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251593660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251595629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251609377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251696008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322251702349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322251708808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251712852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251720192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251721847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251756306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322251765764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251790959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322251799614
